UN;PPU;FECHA;HORA;TERM;A14;A15;A16;A17;A18;A14-C1-A;A15-C1-A;A15-C1-B;A15-C1-C;A15-C2-A;A15-C3-A;A16-C1-A;A16-C1-B;A16-C1-C;A16-C2-A;A16-C3-A;A17-C1-A;A17-C1-B;A17-C1-C;A17-C2-A;A17-C3-A;A18-C1-A;A18-C1-B;A18-C1-C;A18-C2-A;A18-C2-B;A18-C3-A;A18-C4-A;OBSERVACION
U9;SPZX84;2025-01-17;12:28:40;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;FLXR86;2025-01-20;9:55:28;A. LUCO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U9;FLXR81;2025-01-20;10:01:57;A. LUCO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;
U9;FLXR78;2025-01-20;10:04:21;A. LUCO;1;0;0;0;0;1;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;
U9;FLXR82;2025-01-20;10:08:04;A. LUCO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;1;
U9;SHCY56;2025-01-20;10:09:53;A. LUCO;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;
U9;SRVL45;2025-01-21;9:23:14;JUANITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;
U9;SRVF76;2025-01-21;9:24:27;JUANITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;
U9;SPZX70;2025-01-21;9:25:41;JUANITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U9;SRVJ39;2025-01-21;9:27:27;JUANITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;
U9;LBTS81;2025-01-21;9:29:04;JUANITA;1;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U9;SPZY71;2025-01-22;9:50:41;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SHXD57;2025-01-22;9:56:01;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SHCY63;2025-01-22;9:57:13;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SHXF36;2025-01-22;10:02:25;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SRVJ90;2025-01-23;14:42:14;JUANITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;
U9;LCTG27;2025-01-23;14:44:19;JUANITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;
U9;LCTG29;2025-01-23;14:49:12;JUANITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;
U9;LCTG43;2025-01-23;14:51:34;JUANITA;1;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
U9;SRVJ64;2025-01-23;14:54:33;JUANITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;
U9;SRVK82;2025-01-24;11:13:28;PIE ANDINO;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SHCY42;2025-01-24;11:16:04;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SRVK73;2025-01-24;11:18:28;PIE ANDINO;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SHXG86;2025-01-24;11:22:02;PIE ANDINO;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SHXD57;2025-01-24;11:23:11;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SHCY60;2025-01-27;11:26:16;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SPZX72;2025-01-27;11:26:44;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SHCY63;2025-01-27;11:26:46;PIE ANDINO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U9;SHXF36;2025-01-27;11:27:39;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SHXF18;2025-01-27;11:28:42;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SHCX31;2025-01-28;12:27:50;A. LUCO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;FLXR78;2025-01-28;12:30:21;A. LUCO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SHXG94;2025-01-28;12:32:56;A. LUCO;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;
U9;FLXR82;2025-01-28;12:33:34;A. LUCO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;LCPG39;2025-01-30;10:36:18;JUANITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;
U9;LCPG44;2025-01-30;10:36:34;JUANITA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;LCTG30;2025-01-30;10:38:48;JUANITA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U9;SRVJ43;2025-01-30;10:39:04;JUANITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;
U9;SHXD84;2025-01-30;12:08:25;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SHXD82;2025-01-30;12:08:34;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SPZY71;2025-01-30;12:12:20;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SRVJ17;2025-01-30;12:13:37;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SPZX47;2025-01-30;12:14:56;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;SHXF26;2025-01-02;13:07:04;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;SJPD89;2025-01-02;13:07:51;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;
U8;SJPC56;2025-01-02;13:09:17;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;SHXG32;2025-01-02;13:11:11;STA. MARGARITA;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;1;0;
U8;SJPD99;2025-01-02;13:11:28;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;
U8;SHCY57;2025-01-03;11:11:43;SANTA MARTA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;
U8;FLXS51;2025-01-03;11:15:47;SANTA MARTA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;FLXP69;2025-01-03;11:18:13;SANTA MARTA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;FLXP73;2025-01-03;11:21:11;SANTA MARTA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;STGZ85;2025-01-03;11:24:03;SANTA MARTA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;SJPC41;2025-01-06;13:03:01;EL RETIRO;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;
U8;SJPC44;2025-01-06;13:03:36;EL RETIRO;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;SJPC52;2025-01-06;13:06:59;EL RETIRO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;SHCY32;2025-01-06;13:07:52;EL RETIRO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;LXDH93;2025-01-06;13:09:53;EL RETIRO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;SHXG87;2025-01-07;14:56:00;CONDELL;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;
U8;LDTG67;2025-01-07;14:56:38;CONDELL;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;LDSX94;2025-01-07;14:59:27;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;LFGW31;2025-01-07;15:00:45;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
U8;LDSX95;2025-01-07;15:00:50;CONDELL;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;LDJW30;2025-01-07;15:02:03;CONDELL;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;SJPD91;2025-01-08;12:49:17;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
U8;SJPC37;2025-01-08;12:50:14;STA. MARGARITA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;
U8;SHXG34;2025-01-08;12:52:24;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;
U8;SJPC38;2025-01-08;12:53:48;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;
U8;SJPF87;2025-01-08;13:14:52;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;
U8;STHF77;2025-01-09;11:34:20;SANTA MARTA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;STHK36;2025-01-09;11:34:31;SANTA MARTA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;STHC54;2025-01-09;11:34:37;SANTA MARTA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;STHF31;2025-01-09;11:36:03;SANTA MARTA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;SHCY17;2025-01-13;9:51:21;EL RETIRO;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;SJPD90;2025-01-13;9:54:51;EL RETIRO;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;
U8;SHXD78;2025-01-13;9:56:20;EL RETIRO;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;
U8;SJPD94;2025-01-13;10:01:20;EL RETIRO;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;
U8;SHCY39;2025-01-13;10:04:39;EL RETIRO;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;1;
U8;SHXG30;2025-01-14;11:59:27;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;
U8;SHXF28;2025-01-14;12:00:05;STA. MARGARITA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;SHXF27;2025-01-14;12:07:23;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;
U8;LXDJ25;2025-01-15;10:32:06;EL RETIRO;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;0;
U8;SHXC20;2025-01-15;10:33:36;EL RETIRO;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;
U8;SJPD96;2025-01-15;10:35:58;EL RETIRO;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;LXDH94;2025-01-15;10:40:32;EL RETIRO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;
U8;SHCY55;2025-01-15;10:42:18;EL RETIRO;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;LFGW21;2025-01-15;11:10:56;CONDELL;1;0;0;0;0;1;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;
U8;LFGJ92;2025-01-15;11:13:20;CONDELL;0;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;LDTG63;2025-01-15;11:16:55;CONDELL;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;
U8;LDJW31;2025-01-15;11:17:08;CONDELL;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;LDJV52;2025-01-15;11:20:09;CONDELL;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;
U8;LFGJ95;2025-01-15;11:22:49;CONDELL;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;STHF13;2025-01-15;11:26:03;CONDELL;1;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;
U8;SKHG14;2025-01-15;11:29:12;CONDELL;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;LXDJ18;2025-01-16;10:32:08;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;LXDJ31;2025-01-16;10:37:00;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1;0;
U8;LXDH85;2025-01-16;10:40:20;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;
U8;SJPC49;2025-01-16;10:43:34;STA. MARGARITA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;SJPD92;2025-01-16;10:44:45;STA. MARGARITA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;
U8;LXDH88;2025-01-16;10:51:36;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;
U8;LXDJ26;2025-01-16;10:57:37;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;
U8;SHXG31;2025-01-16;11:03:25;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;
U8;STHJ99;2025-01-17;11:18:53;SANTA MARTA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;LDJW46;2025-01-17;11:18:56;SANTA MARTA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;
U8;SHCY64;2025-01-17;11:21:10;SANTA MARTA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;STHJ98;2025-01-17;11:22:29;SANTA MARTA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;SHXF45;2025-01-17;11:24:55;SANTA MARTA;1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;
U8;SJPC30;2025-01-20;9:20:30;SANTA MARTA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;
U8;SHCY36;2025-01-20;9:24:26;SANTA MARTA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;
U8;STHR80;2025-01-20;9:27:56;SANTA MARTA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;
U8;SHCY51;2025-01-20;9:31:10;SANTA MARTA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;SHCY16;2025-01-20;9:34:32;SANTA MARTA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;
U8;SKHG90;2025-01-21;12:44:41;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;
U8;SPZX34;2025-01-21;12:49:10;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;SKHG80;2025-01-21;12:49:58;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;
U8;SKHG82;2025-01-21;12:52:21;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;SKHG93;2025-01-21;12:52:50;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;
U8;SJTD56;2025-01-21;12:54:29;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;SHXD76;2025-01-22;12:49:00;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;
U8;SJPD95;2025-01-22;12:50:07;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;SHXG17;2025-01-22;12:52:03;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;
U8;SHXF30;2025-01-22;12:56:08;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;SJPC48;2025-01-22;13:46:40;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;
U8;SKHG59;2025-01-23;13:59:46;EL RETIRO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;LXDJ10;2025-01-23;14:04:10;EL RETIRO;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;
U8;SKHG65;2025-01-23;14:07:41;EL RETIRO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;SJPC35;2025-01-24;14:15:27;CONDELL;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;
U8;LDTG66;2025-01-24;14:19:23;CONDELL;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;LDSX94;2025-01-24;14:19:40;CONDELL;1;0;0;0;1;1;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;
U8;SJPD91;2025-01-24;14:22:56;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;LDJV52;2025-01-24;14:23:39;CONDELL;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;SHXG17;2025-01-27;12:20:18;STA. MARGARITA;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;SJPC68;2025-01-27;12:20:32;STA. MARGARITA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;
U8;SHXF27;2025-01-27;12:23:51;STA. MARGARITA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;
U8;LXDH88;2025-01-27;12:27:48;STA. MARGARITA;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;
U8;SJPD90;2025-01-27;12:29:07;STA. MARGARITA;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;SKHF87;2025-01-28;11:26:27;EL RETIRO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;STHF42;2025-01-28;11:27:22;EL RETIRO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;STHF62;2025-01-28;11:31:05;EL RETIRO;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;
U8;LDJW36;2025-01-28;11:35:45;EL RETIRO;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;
